,adv_3y,adv_count,adv_end,adv_first,adv_place,adv_points,adv_start,als_3y,als_count,als_end,als_first,als_place,als_points,als_start,division,end_date,id,int_count,int_end,int_first,int_place,int_points,int_start,new_count,new_end,new_points,new_start,nov_count,nov_end,nov_first,nov_place,nov_points,nov_start,region,role
33,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,January 1993,93.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,January 1993,1.0,1.0,10.0,January 1993,West Coast,leader
34,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1994,94.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,February 1994,0.0,1.0,6.0,February 1994,West Coast,follower
35,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 2001,98.0,6.0,February 2001,0.0,1.0,16.0,December 1998,1.0,April 1999,1.0,April 1999,1.0,February 1996,0.0,0.0,1.0,February 1996,West Coast,follower
36,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,April 1996,99.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,April 1996,0.0,0.0,4.0,April 1996,West Coast,follower
37,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,August 2011,101.0,1.0,August 2011,0.0,0.0,3.0,August 2011,1.0,May 2008,4.0,May 2008,10.0,August 2010,1.0,0.0,21.0,June 2008,East Coast,leader
38,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 1995,107.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,September 1995,0.0,0.0,4.0,September 1995,East Coast,follower
39,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Newcomer,July 1993,110.0,0.0,,0.0,0.0,0.0,,1.0,July 1993,6.0,July 1993,0.0,,0.0,0.0,0.0,,West Coast,leader
40,0.0,3.0,December 2007,1.0,1.0,16.0,June 1998,0.0,0.0,,0.0,0.0,0.0,,Novice,December 2007,111.0,3.0,November 2002,1.0,2.0,23.0,June 1997,0.0,,0.0,,1.0,August 1996,0.0,0.0,4.0,August 1996,Midwest,leader
41,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 1994,113.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,May 1994,0.0,0.0,3.0,May 1994,West Coast,leader
42,0.0,4.0,September 2003,0.0,0.0,10.0,August 1995,0.0,0.0,,0.0,0.0,0.0,,Novice,September 2003,114.0,2.0,May 2004,1.0,1.0,13.0,September 2000,0.0,,0.0,,1.0,September 1999,0.0,0.0,4.0,September 1999,East Coast,follower
43,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1997,115.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,2.0,February 1997,0.0,0.0,8.0,August 1996,West Coast,leader
44,0.0,1.0,September 1995,0.0,0.0,2.0,September 1995,0.0,0.0,,0.0,0.0,0.0,,Novice,September 1995,116.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,February 1997,0.0,0.0,2.0,February 1997,West Coast,follower
45,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 1995,120.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,2.0,July 1995,0.0,0.0,6.0,May 1994,West Coast,leader
46,0.0,4.0,August 1998,0.0,1.0,15.0,November 1996,0.0,0.0,,0.0,0.0,0.0,,Novice,August 1998,121.0,1.0,March 1997,0.0,0.0,3.0,March 1997,0.0,,0.0,,1.0,September 1995,1.0,1.0,10.0,September 1995,East Coast,leader
47,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1996,123.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,February 1996,0.0,0.0,3.0,February 1996,West Coast,follower
48,0.0,1.0,November 1994,1.0,1.0,10.0,November 1994,0.0,0.0,,0.0,0.0,0.0,,Novice,November 1994,124.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,June 2015,0.0,0.0,1.0,June 2015,West Coast,follower
49,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 2002,125.0,1.0,October 2002,0.0,0.0,1.0,October 2002,1.0,July 1994,3.0,July 1994,1.0,January 1998,0.0,0.0,1.0,January 1998,West Coast,leader
50,0.0,19.0,February 1999,1.0,5.0,66.0,August 1992,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1999,126.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,May 1991,1.0,1.0,10.0,May 1991,West Coast,leader
51,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,November 2000,128.0,1.0,November 2000,0.0,0.0,4.0,November 2000,0.0,,0.0,,1.0,February 1996,0.0,0.0,1.0,February 1996,West Coast,leader
52,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1993,130.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,February 1993,0.0,0.0,3.0,February 1993,West Coast,leader
53,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 1995,131.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,2.0,September 1995,0.0,0.0,7.0,October 1994,West Coast,follower
54,0.0,6.0,December 1999,1.0,3.0,28.0,May 1994,0.0,0.0,,0.0,0.0,0.0,,Novice,December 1999,132.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,July 1992,0.0,1.0,6.0,July 1992,West Coast,leader
55,0.0,13.0,August 1999,1.0,1.0,38.0,May 1996,0.0,0.0,,0.0,0.0,0.0,,Novice,August 1999,141.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,April 1994,1.0,1.0,10.0,April 1994,West Coast,follower
56,0.0,9.0,May 2004,0.0,1.0,20.0,July 1997,0.0,0.0,,0.0,0.0,0.0,,Advanced,May 2004,143.0,8.0,November 2003,1.0,3.0,39.0,May 1996,0.0,,0.0,,3.0,July 1997,1.0,1.0,17.0,January 1996,West Coast,leader
57,0.0,8.0,March 2007,1.0,3.0,34.0,April 1997,9.0,19.0,October 2017,1.0,1.0,46.0,May 2010,All-Star,October 2017,144.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,April 1996,0.0,0.0,4.0,April 1996,West Coast,leader
58,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 1996,145.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,May 1996,0.0,0.0,2.0,May 1996,West Coast,leader
59,0.0,1.0,September 2001,0.0,0.0,1.0,September 2001,0.0,0.0,,0.0,0.0,0.0,,Intermediate,September 2001,146.0,1.0,September 2000,0.0,0.0,2.0,September 2000,0.0,,0.0,,3.0,September 2000,1.0,1.0,16.0,September 1995,East Coast,leader
60,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,April 1996,148.0,1.0,April 1996,0.0,0.0,2.0,April 1996,0.0,,0.0,,2.0,September 1996,1.0,1.0,12.0,September 1995,West Coast,follower
61,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,January 2001,150.0,2.0,January 2001,0.0,0.0,5.0,August 1998,0.0,,0.0,,2.0,April 1999,1.0,1.0,11.0,August 1996,West Coast,leader
62,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Newcomer,February 1995,151.0,0.0,,0.0,0.0,0.0,,1.0,February 1995,4.0,February 1995,0.0,,0.0,0.0,0.0,,West Coast,follower
63,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 1997,153.0,1.0,May 1997,1.0,1.0,10.0,May 1997,0.0,,0.0,,1.0,June 1996,1.0,1.0,10.0,June 1996,West Coast,leader
64,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 1996,154.0,0.0,,0.0,0.0,0.0,,1.0,July 1997,1.0,July 1997,1.0,May 1996,0.0,1.0,6.0,May 1996,West Coast,leader
65,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 2010,159.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,June 2010,0.0,1.0,8.0,June 2010,East Coast,follower
66,0.0,6.0,May 2002,0.0,0.0,10.0,January 1998,0.0,0.0,,0.0,0.0,0.0,,Intermediate,May 2002,162.0,2.0,September 1997,0.0,1.0,9.0,May 1996,2.0,February 1994,12.0,February 1993,4.0,May 1997,1.0,3.0,25.0,January 1995,West Coast,follower
67,0.0,1.0,August 2001,0.0,0.0,1.0,August 2001,0.0,0.0,,0.0,0.0,0.0,,Advanced,August 2001,168.0,9.0,December 2005,1.0,1.0,30.0,May 1996,0.0,,0.0,,1.0,January 1996,1.0,1.0,10.0,January 1996,West Coast,follower
68,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 1995,171.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,June 1995,0.0,0.0,4.0,June 1995,West Coast,leader
69,0.0,24.0,July 2006,1.0,6.0,93.0,October 1995,0.0,1.0,September 2004,0.0,1.0,6.0,September 2004,Novice,September 2004,173.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,5.0,October 1995,0.0,0.0,7.0,May 1995,West Coast,follower
70,0.0,1.0,January 2003,0.0,0.0,1.0,January 2003,0.0,0.0,,0.0,0.0,0.0,,Intermediate,January 2003,174.0,5.0,June 1999,0.0,1.0,12.0,May 1997,1.0,May 1994,6.0,May 1994,3.0,January 1996,1.0,2.0,24.0,June 1995,West Coast,follower
71,0.0,3.0,February 2007,0.0,0.0,7.0,August 1996,0.0,0.0,,0.0,0.0,0.0,,Novice,February 2007,175.0,9.0,November 2005,1.0,2.0,26.0,August 1998,0.0,,0.0,,2.0,January 1996,1.0,1.0,14.0,July 1994,West Coast,leader
72,0.0,24.0,June 2009,1.0,3.0,58.0,April 1998,0.0,1.0,April 2006,0.0,0.0,3.0,April 2006,Novice,April 2006,176.0,2.0,June 1998,1.0,1.0,10.0,January 1998,0.0,,0.0,,3.0,September 1998,0.0,0.0,6.0,July 1996,East Coast,leader
73,0.0,3.0,February 1996,1.0,2.0,21.0,April 1994,0.0,0.0,,0.0,0.0,0.0,,Intermediate,February 1996,177.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,2.0,July 1992,1.0,2.0,16.0,May 1992,West Coast,follower
74,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 2005,184.0,2.0,May 2005,0.0,0.0,4.0,February 1997,0.0,,0.0,,1.0,July 1995,0.0,0.0,4.0,July 1995,West Coast,leader
75,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 1996,187.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,June 1996,0.0,1.0,6.0,June 1996,West Coast,follower
76,0.0,5.0,October 1996,1.0,4.0,32.0,October 1995,0.0,0.0,,0.0,0.0,0.0,,Novice,October 1996,188.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,July 1995,0.0,0.0,3.0,July 1995,West Coast,leader
77,0.0,12.0,December 2005,0.0,0.0,19.0,May 1996,0.0,0.0,,0.0,0.0,0.0,,Novice,December 2005,189.0,1.0,August 1996,0.0,0.0,3.0,August 1996,0.0,,0.0,,1.0,August 1995,1.0,1.0,10.0,August 1995,Midwest,follower
78,0.0,20.0,December 2003,1.0,6.0,86.0,August 1996,0.0,1.0,December 2004,0.0,1.0,6.0,December 2004,Novice,December 2004,190.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,July 1994,0.0,0.0,3.0,July 1994,West Coast,leader
79,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,January 2001,191.0,5.0,January 2001,0.0,0.0,8.0,September 1997,1.0,July 1993,3.0,July 1993,3.0,January 1999,0.0,1.0,11.0,January 1997,West Coast,leader
80,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Advanced,January 2006,192.0,10.0,January 2006,1.0,4.0,43.0,November 1996,0.0,,0.0,,1.0,January 2000,0.0,0.0,4.0,January 2000,East Coast,leader
81,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Intermediate,August 1997,194.0,1.0,August 1997,1.0,1.0,10.0,August 1997,0.0,,0.0,,4.0,October 1997,1.0,2.0,20.0,January 1994,West Coast,follower
82,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 1997,197.0,2.0,May 1997,0.0,0.0,6.0,September 1996,0.0,,0.0,,1.0,June 1996,1.0,1.0,10.0,June 1996,West Coast,follower
83,0.0,17.0,July 1999,1.0,10.0,99.0,July 1995,0.0,0.0,,0.0,0.0,0.0,,Novice,July 1999,198.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,October 1994,1.0,1.0,10.0,October 1994,West Coast,follower
84,0.0,4.0,January 2002,0.0,0.0,8.0,January 1998,0.0,0.0,,0.0,0.0,0.0,,Novice,January 2002,200.0,3.0,July 1998,1.0,3.0,26.0,May 1998,0.0,,0.0,,4.0,July 1998,0.0,1.0,12.0,May 1996,West Coast,follower
85,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1995,208.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,February 1995,1.0,1.0,10.0,February 1995,West Coast,follower
86,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1995,209.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,February 1995,0.0,1.0,6.0,February 1995,West Coast,leader
87,0.0,9.0,August 2006,1.0,3.0,40.0,October 1996,0.0,0.0,,0.0,0.0,0.0,,Novice,August 2006,211.0,1.0,May 1996,0.0,0.0,4.0,May 1996,0.0,,0.0,,1.0,October 1995,1.0,1.0,10.0,October 1995,West Coast,leader
88,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 1992,213.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,July 1992,0.0,0.0,2.0,July 1992,West Coast,follower
89,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1997,215.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,3.0,February 1997,0.0,0.0,10.0,April 1996,West Coast,follower
90,3.0,32.0,September 2017,1.0,12.0,130.0,July 1995,10.0,24.0,August 2017,1.0,0.0,52.0,February 2004,All-Star,August 2017,216.0,8.0,February 2003,0.0,2.0,25.0,July 1999,0.0,,0.0,,4.0,September 2002,1.0,2.0,18.0,February 2001,Midwest,follower
91,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 1998,219.0,4.0,September 1998,1.0,1.0,22.0,April 1997,1.0,July 1997,1.0,July 1997,5.0,May 2007,0.0,0.0,7.0,September 1996,West Coast,leader
92,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 1997,220.0,1.0,May 1997,0.0,0.0,2.0,May 1997,0.0,,0.0,,4.0,July 1997,0.0,0.0,11.0,May 1991,West Coast,leader
93,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,October 1997,221.0,1.0,October 1997,0.0,0.0,2.0,October 1997,0.0,,0.0,,4.0,February 1998,0.0,0.0,10.0,July 1996,West Coast,follower
94,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,June 1999,222.0,1.0,June 1999,0.0,0.0,1.0,June 1999,1.0,July 1993,10.0,July 1993,3.0,February 1999,0.0,1.0,11.0,May 1998,West Coast,leader
95,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 1994,225.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,September 1994,0.0,0.0,2.0,September 1994,West Coast,leader
96,0.0,10.0,April 2011,0.0,2.0,29.0,September 2004,0.0,0.0,,0.0,0.0,0.0,,Novice,April 2011,226.0,3.0,October 2003,0.0,0.0,5.0,April 1996,0.0,,0.0,,1.0,February 1996,0.0,1.0,6.0,February 1996,West Coast,follower
97,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,July 1994,227.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,July 1994,1.0,1.0,10.0,July 1994,West Coast,leader
98,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,January 1998,228.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,2.0,January 1998,0.0,1.0,9.0,July 1994,West Coast,leader
99,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,September 1995,229.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,September 1995,0.0,1.0,6.0,September 1995,East Coast,leader
100,0.0,1.0,March 1998,0.0,0.0,3.0,March 1998,0.0,0.0,,0.0,0.0,0.0,,Newcomer,March 1998,230.0,1.0,April 1998,0.0,0.0,2.0,April 1998,1.0,July 1996,2.0,July 1996,0.0,,0.0,0.0,0.0,,West Coast,follower
101,0.0,26.0,January 2013,1.0,4.0,60.0,February 1995,0.0,0.0,,0.0,0.0,0.0,,Novice,January 2013,231.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,February 1998,0.0,0.0,1.0,February 1998,West Coast,follower
102,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,February 1994,234.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,February 1994,0.0,0.0,3.0,February 1994,West Coast,leader
103,0.0,10.0,March 1997,1.0,4.0,48.0,January 1994,0.0,0.0,,0.0,0.0,0.0,,Novice,March 1997,239.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,January 1993,1.0,1.0,10.0,January 1993,West Coast,follower
104,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,Novice,May 1996,240.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,May 1996,0.0,0.0,4.0,May 1996,West Coast,follower
